Statistical profiling result from isolate-0x103001400-v8.log, (6927120 ticks, 766593 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      8    0.0%    0.0%  T v8::internal::JSArrayBuffer::Setup(v8::internal::Handle<v8::internal::JSArrayBuffer>, v8::internal::Isolate*, bool, void*, unsigned long, void*, unsigned long, v8::internal::SharedFlag)
      8    0.0%    0.0%  T v8::internal::Heap::InitializeJSObjectBody(v8::internal::JSObject*, v8::internal::Map*, int)
      8    0.0%    0.0%  T v8::ArrayBuffer::New(v8::Isolate*, void*, unsigned long, v8::ArrayBufferCreationMode)
      8    0.0%    0.0%  T _uv_timer_start
      8    0.0%    0.0%  T _CRYPTO_malloc
      8    0.0%    0.0%  T _CRYPTO_gcm128_finish
      7    0.0%    0.0%  t unsigned long node::base64_decode_fast<unsigned short>(char*, unsigned long, unsigned short const*, unsigned long, unsigned long)
      7    0.0%    0.0%  t node::crypto::crypto_threadid_cb(crypto_threadid_st*)
      7    0.0%    0.0%  t node::crypto::RandomBytesRequest::~RandomBytesRequest()
      7    0.0%    0.0%  t ___printf_puts
      7    0.0%    0.0%  T v8::internal::TimerEventScope<v8::internal::TimerEventExecute>::LogTimerEvent(v8::internal::Logger::StartEnd)
      7    0.0%    0.0%  T v8::internal::StringTable::LookupString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
      7    0.0%    0.0%  T v8::internal::LookupIterator::GetDataValue() const
      7    0.0%    0.0%  T v8::internal::JSReceiver::SetPrototype(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Object::ShouldThrow)
      7    0.0%    0.0%  T v8::Uint8Array::New(v8::Local<v8::ArrayBuffer>, unsigned long, unsigned long)
      7    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::~SuppressMicrotaskExecutionScope()
      7    0.0%    0.0%  T node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
      7    0.0%    0.0%  T _ERR_pop_to_mark
      7    0.0%    0.0%  T _ERR_get_state
      7    0.0%    0.0%  T _CRYPTO_THREADID_set_pointer
      6    0.0%    0.0%  t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      6    0.0%    0.0%  t _int_thread_release
      6    0.0%    0.0%  T v8::internal::TransitionArray::Search(v8::internal::PropertyKind, v8::internal::Name*, v8::internal::PropertyAttributes, int*)
      6    0.0%    0.0%  T v8::internal::JSObject::GetElementsTransitionMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
      6    0.0%    0.0%  T v8::internal::Factory::CopyJSObject(v8::internal::Handle<v8::internal::JSObject>)
      6    0.0%    0.0%  T v8::String::Value::Value(v8::Isolate*, v8::Local<v8::Value>)
      6    0.0%    0.0%  T node::Buffer::New(node::Environment*, char*, unsigned long)
      5    0.0%    0.0%  t v8::internal::Builtin_Impl_HandleApiCall(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      5    0.0%    0.0%  t _mvm_deallocate_pages
      5    0.0%    0.0%  T v8::internal::TransitionArray::SearchDetails(int, v8::internal::PropertyKind, v8::internal::PropertyAttributes, int*)
      5    0.0%    0.0%  T v8::Value::IsFunction() const
      5    0.0%    0.0%  T v8::TryCatch::~TryCatch()
      5    0.0%    0.0%  T v8::EscapableHandleScope::EscapableHandleScope(v8::Isolate*)
      5    0.0%    0.0%  T node::crypto::NodeBIO::PeekMultiple(char**, unsigned long*, unsigned long*)
      5    0.0%    0.0%  T __sseek
      5    0.0%    0.0%  T __pthread_workqueue_addthreads
      4    0.0%    0.0%  t void node::Buffer::(anonymous namespace)::StringWrite<(node::encoding)2>(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GrowCapacityAndConvertImpl(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
      4    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetDetails(v8::internal::JSObject*, unsigned int)
      4    0.0%    0.0%  T v8::internal::libc_memchr(void*, int, unsigned long)
      4    0.0%    0.0%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  T v8::internal::Runtime_GrowArrayElements(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  T v8::internal::Runtime::GetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*)
      4    0.0%    0.0%  T v8::internal::Map::TransitionToPrototype(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
      4    0.0%    0.0%  T v8::internal::Logger::ApiObjectAccess(char const*, v8::internal::JSObject*)
      4    0.0%    0.0%  T v8::internal::Code::CopyFrom(v8::internal::CodeDesc const&)
      4    0.0%    0.0%  T v8::internal::Builtin_StringPrototypeStartsWith(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  T v8::Value::IsUint32() const
      4    0.0%    0.0%  T v8::V8::ClearWeak(v8::internal::Object**)
      4    0.0%    0.0%  T v8::String::NewFromUtf8(v8::Isolate*, char const*, v8::NewStringType, int)
      4    0.0%    0.0%  T node::crypto::NodeBIO::Write(char const*, unsigned long)
      4    0.0%    0.0%  T node::AsyncWrap::~AsyncWrap()
      4    0.0%    0.0%  T _uv_once
      4    0.0%    0.0%  T _tmpfile
      4    0.0%    0.0%  T _swscanf_l
      4    0.0%    0.0%  T __swrite
      4    0.0%    0.0%  T ___ungetwc
      4    0.0%    0.0%  T _RAND_bytes
      4    0.0%    0.0%  T _CRYPTO_gcm128_tag
      3    0.0%    0.0%  t v8::internal::PrototypeIterator::HasAccess() const
      3    0.0%    0.0%  t std::__1::__hash_table<v8::internal::JSArrayBuffer*, std::__1::hash<v8::internal::JSArrayBuffer*>, std::__1::equal_to<v8::internal::JSArrayBuffer*>, std::__1::allocator<v8::internal::JSArrayBuffer*> >::__rehash(unsigned long)
      3    0.0%    0.0%  t std::__1::__future_error_category::message(int) const
      3    0.0%    0.0%  t _xprintf_calloc
      3    0.0%    0.0%  t _uv___stream_fd
      3    0.0%    0.0%  t _mvm_allocate_pages_securely
      3    0.0%    0.0%  T v8::internal::Runtime_StringToArray(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  T v8::internal::Map::PrepareForDataProperty(v8::internal::Handle<v8::internal::Map>, int, v8::internal::PropertyConstness, v8::internal::Handle<v8::internal::Object>)
      3    0.0%    0.0%  T v8::internal::Heap::AllocateRawTwoByteString(int, v8::internal::PretenureFlag)
      3    0.0%    0.0%  T v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  T v8::Value::IsInt32() const
      3    0.0%    0.0%  T v8::Value::IsArrayBuffer() const
      3    0.0%    0.0%  T v8::String::Write(unsigned short*, int, int, int) const
      3    0.0%    0.0%  T v8::EscapableHandleScope::Escape(v8::internal::Object**)
      3    0.0%    0.0%  T _uv_mutex_lock
      3    0.0%    0.0%  T _uv_close
      3    0.0%    0.0%  T _uv_buf_init
      2    0.0%    0.0%  t void node::Wrap<node::WriteWrap>(v8::Local<v8::Object>, node::WriteWrap*)
      2    0.0%    0.0%  t v8::internal::(anonymous namespace)::StringReplaceGlobalRegExpWithStringHelper(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
      2    0.0%    0.0%  t sha512_block_data_order_avx2
      2    0.0%    0.0%  t node::Buffer::(anonymous namespace)::Compare(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  t node::ArrayBufferAllocator::AllocateUninitialized(unsigned long)
      2    0.0%    0.0%  t bool node::base64_decode_group_slow<unsigned short>(char*, unsigned long, unsigned short const*, unsigned long, unsigned long*, unsigned long*)
      2    0.0%    0.0%  t _uv__make_close_pending
      2    0.0%    0.0%  t _uv__hrtime
      2    0.0%    0.0%  t _szone_malloc
      2    0.0%    0.0%  t _ssleay_rand_nopseudo_bytes
      2    0.0%    0.0%  t _init
      2    0.0%    0.0%  t _final
      2    0.0%    0.0%  T v8::internal::libc_memset(void*, int, unsigned long)
      2    0.0%    0.0%  T v8::internal::String::SlowEquals(v8::internal::String*)
      2    0.0%    0.0%  T v8::internal::SaveContext::~SaveContext()
      2    0.0%    0.0%  T v8::internal::RelocInfo::set_target_address(v8::internal::Isolate*, unsigned char*, v8::internal::WriteBarrierMode, v8::internal::ICacheFlushMode)
      2    0.0%    0.0%  T v8::internal::RegExpImpl::IrregexpExec(v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, int, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
      2    0.0%    0.0%  T v8::internal::NewSpace::UpdateAllocationInfo()
      2    0.0%    0.0%  T v8::internal::NewSpace::EnsureAllocation(int, v8::internal::AllocationAlignment)
      2    0.0%    0.0%  T v8::internal::JSArray::HasReadOnlyLength(v8::internal::Handle<v8::internal::JSArray>)
      2    0.0%    0.0%  T v8::internal::Heap::AllocateJSObject(v8::internal::JSFunction*, v8::internal::PretenureFlag, v8::internal::AllocationSite*)
      2    0.0%    0.0%  T v8::internal::Compiler::FinalizeCompilationJob(v8::internal::CompilationJob*)
      2    0.0%    0.0%  T v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Builtin_ObjectDefineGetter(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::Value::IsFloat64Array() const
      2    0.0%    0.0%  T v8::String::Value::Value(v8::Local<v8::Value>)
      2    0.0%    0.0%  T node::crypto::NodeBIO::FromBIO(bio_st*)
      2    0.0%    0.0%  T _ungetwc
      2    0.0%    0.0%  T _tmpnam
      2    0.0%    0.0%  T _swscanf
      2    0.0%    0.0%  T _free
      2    0.0%    0.0%  T _CRYPTO_THREADID_cpy
      1    0.0%    0.0%  t void std::__1::__sort<v8::internal::EnumIndexComparator<v8::internal::NameDictionary>&, v8::base::AtomicElement<v8::internal::Smi*>*>(v8::base::AtomicElement<v8::internal::Smi*>*, v8::base::AtomicElement<v8::internal::Smi*>*, v8::internal::EnumIndexComparator<v8::internal::NameDictionary>&)
      1    0.0%    0.0%  t void node::Wrap<void>(v8::Local<v8::Object>, void*)
      1    0.0%    0.0%  t void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)2>(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseArguments(v8::internal::Scanner::Location*, bool, bool*)
      1    0.0%    0.0%  t v8::internal::Builtin_Impl_ObjectGetPrototypeOf(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      1    0.0%    0.0%  t v8::internal::Builtin_Impl_ArraySplice(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      1    0.0%    0.0%  t v8::internal::Builtin_Impl_ArrayConcat(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      1    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::ConvertElementsWithCapacity(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::FixedArrayBase>, v8::internal::ElementsKind, unsigned int, unsigned int, unsigned int, int)
      1    0.0%    0.0%  t node::(anonymous namespace)::TimerWrap::Start(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::(anonymous namespace)::ActivateImmediateCheck(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t _uv__count_bufs
      1    0.0%    0.0%  t _update
      1    0.0%    0.0%  t _init512
      1    0.0%    0.0%  t _err_state_LHASH_HASH
      1    0.0%    0.0%  t __os_lock_unfair_unlock
      1    0.0%    0.0%  t __enlarge
      1    0.0%    0.0%  T v8::internal::Scope::LookupInScopeInfo(v8::internal::AstRawString const*)
      1    0.0%    0.0%  T v8::internal::ScavengeJob::ScheduleIdleTaskIfNeeded(v8::internal::Heap*, int)
      1    0.0%    0.0%  T v8::internal::Runtime_StringEqual(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_LoadGlobalIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_DefineClass(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::MapUpdater::FindTargetMap()
      1    0.0%    0.0%  T v8::internal::Map::GetVisitorId(v8::internal::Map*)
      1    0.0%    0.0%  T v8::internal::JSObject::IsExtensible(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  T v8::internal::Isolate::UpdateArrayProtectorOnSetElement(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  T v8::internal::GlobalHandles::Destroy(v8::internal::Object**)
      1    0.0%    0.0%  T v8::internal::Factory::NumberToString(v8::internal::Handle<v8::internal::Object>, bool)
      1    0.0%    0.0%  T v8::internal::Factory::NewStringFromOneByte(v8::internal::Vector<unsigned char const>, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::DescriptorArray::CopyUpToAddAttributes(v8::internal::Handle<v8::internal::DescriptorArray>, int, v8::internal::PropertyAttributes, int)
      1    0.0%    0.0%  T v8::internal::Builtin_StringPrototypeToUpperCaseIntl(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Builtin_ObjectFreeze(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::Value::IsSharedArrayBuffer() const
      1    0.0%    0.0%  T v8::V8::DisposeGlobal(v8::internal::Object**)
      1    0.0%    0.0%  T v8::TypedArray::Length()
      1    0.0%    0.0%  T v8::String::NewFromOneByte(v8::Isolate*, unsigned char const*, v8::NewStringType, int)
      1    0.0%    0.0%  T node::crypto::NodeBIO::Write(bio_st*, char const*, int)
      1    0.0%    0.0%  T node::Environment::ActivateImmediateCheck()
      1    0.0%    0.0%  T _uv_timer_stop
      1    0.0%    0.0%  T _fsync$NOCANCEL
      1    0.0%    0.0%  T ___getdirentries64
      1    0.0%    0.0%  T _EVP_MD_CTX_md
      1    0.0%    0.0%  T _EVP_DigestUpdate
      1    0.0%    0.0%  T _EVP_Cipher
      1    0.0%    0.0%  T _ERR_set_mark

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  2918101   42.1%  T _kpersona_get

  1191065   17.2%  T _mach_vm_purgable_control

  766593   11.1%  UNKNOWN
  145846   19.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
  88849   60.9%      LazyCompile: *query /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:79:19
  20581   23.2%        LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:101:27
  13804   15.5%        LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:210:34
   7682   55.7%          LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:222:26
   6791   88.4%            LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:101:27
    186    2.4%            LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:101:27
   2460   17.8%          LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:222:26
   2202   89.5%            LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:101:27
     40    1.6%            LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/paid_witnessing.js:218:35
    672    4.9%          LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/joint_storage.js:19:63
    500   74.4%            LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:222:26
    168   25.0%            LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:222:26
    399    2.9%          LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:101:27
      5    1.3%            Builtin: ArrayForEach
    349    2.5%          LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:725:21
    214   61.3%            LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:50:24
    132   37.8%            LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:50:24
    281    2.0%          LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/joint_storage.js:24:75
    201   71.5%            LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:222:26
     74   26.3%            LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/sqlite_pool.js:222:26
